x_mm,y_mm,z_mm,sensor_id
84.6012,-1.2874,40.0131,sensor_2
82.3072,3.0375,39.6563,sensor_2
77.7442,12.2966,39.2880,sensor_2
75.9508,16.5949,39.7047,sensor_2
73.8608,21.1187,39.4663,sensor_2
71.3995,25.4238,39.6556,sensor_2
69.1468,29.9749,39.6614,sensor_2
66.0047,34.3117,39.6541,sensor_2
63.8278,38.4999,39.0972,sensor_2
62.0266,43.5951,38.9379,sensor_2
60.0273,47.2266,39.7660,sensor_2
57.2918,52.2117,39.9024,sensor_2
55.0661,56.0056,39.7608,sensor_2
53.4535,60.4927,40.0476,sensor_2
50.9069,64.6803,40.2814,sensor_2
48.5082,70.5751,40.4978,sensor_2
46.1670,74.2180,39.5634,sensor_2
43.5139,78.9970,39.8203,sensor_2
93.6988,-8.1633,40.1382,sensor_2
91.8876,-3.6496,39.8400,sensor_2
89.3315,1.5122,39.1970,sensor_2
86.6308,5.4227,39.9568,sensor_2
85.1771,10.1642,40.5835,sensor_2
82.2137,14.3808,39.8258,sensor_2
80.5496,18.6898,40.2102,sensor_2
77.6937,23.1379,39.7317,sensor_2
75.5886,27.3813,39.5549,sensor_2
73.7906,32.0933,40.2820,sensor_2
70.7975,35.7776,39.6865,sensor_2
68.8167,41.1735,40.2706,sensor_2
67.0174,45.8852,40.1585,sensor_2
64.3675,49.5509,40.1441,sensor_2
61.8874,53.9921,40.1100,sensor_2
59.8649,59.0169,39.6628,sensor_2
57.9216,63.3017,39.8509,sensor_2
54.9897,67.2634,39.4402,sensor_2
53.4608,71.6012,40.1257,sensor_2
50.6250,76.3457,39.7464,sensor_2
48.4067,81.3093,40.1024,sensor_2
98.2935,-6.3031,39.2972,sensor_2
96.6655,-1.7233,39.3698,sensor_2
94.1398,2.5627,40.1638,sensor_2
91.8040,7.6181,40.2398,sensor_2
88.7360,11.5673,39.8420,sensor_2
86.9427,16.4134,40.0683,sensor_2
84.4203,20.1651,40.0475,sensor_2
82.3253,25.6318,40.6226,sensor_2
80.1611,30.0069,39.6003,sensor_2
78.1755,34.3789,39.9934,sensor_2
75.9077,38.3282,40.1014,sensor_2
73.4805,43.7181,39.2871,sensor_2
71.0225,48.3801,39.7675,sensor_2
68.6330,52.6947,40.7687,sensor_2
66.5530,56.2915,39.7036,sensor_2
64.1072,60.7015,39.6295,sensor_2
62.0329,65.4600,40.0713,sensor_2
59.7122,69.4859,40.1609,sensor_2
57.5176,74.1562,39.8138,sensor_2
55.2733,78.8383,39.8625,sensor_2
53.1561,83.6321,39.7988,sensor_2
102.7398,-3.9452,39.8487,sensor_2
100.6405,1.1877,39.9642,sensor_2
98.1768,5.0996,39.9809,sensor_2
95.5621,9.8443,39.9135,sensor_2
93.3557,14.3683,39.8332,sensor_2
91.6030,18.5443,40.0721,sensor_2
87.3932,27.6819,40.1772,sensor_2
84.3668,31.9542,39.2586,sensor_2
82.2648,36.1426,39.9452,sensor_2
79.3393,40.6895,39.9343,sensor_2
77.9106,44.8720,39.7636,sensor_2
76.3854,50.1655,39.9607,sensor_2
72.2916,54.0340,40.0838,sensor_2
71.0470,58.9606,40.2340,sensor_2
68.7297,63.5515,39.2909,sensor_2
67.2837,67.6124,39.6835,sensor_2
64.6705,72.3766,40.2383,sensor_2
61.6739,76.7208,40.1485,sensor_2
59.2259,81.0044,39.8210,sensor_2
57.2458,85.2938,39.4728,sensor_2
107.3469,-1.2134,40.2999,sensor_2
104.9059,2.9281,39.4075,sensor_2
101.1745,12.6080,39.5941,sensor_2
97.6409,16.4421,39.5974,sensor_2
96.3357,21.0174,39.7644,sensor_2
93.5741,25.8628,39.5801,sensor_2
91.4759,29.4342,39.8324,sensor_2
88.8126,34.4502,39.9563,sensor_2
87.1793,39.0324,39.6961,sensor_2
84.0453,42.9731,39.7565,sensor_2
82.1501,47.4470,40.2732,sensor_2
80.2781,52.0690,39.7329,sensor_2
77.6071,56.6016,39.8948,sensor_2
74.8642,60.9242,39.2601,sensor_2
73.1603,65.7579,39.5383,sensor_2
70.9347,69.7715,39.6639,sensor_2
69.2807,74.7415,40.0679,sensor_2
66.1892,79.0322,39.8363,sensor_2
64.2237,83.0384,39.8775,sensor_2
111.5169,0.4864,40.4811,sensor_2
109.6618,5.1549,39.3987,sensor_2
104.5933,14.0484,39.6930,sensor_2
102.0537,18.5063,39.9232,sensor_2
100.4432,22.5664,39.9007,sensor_2
97.6931,27.3427,39.7917,sensor_2
95.5263,32.3947,40.1417,sensor_2
93.3869,36.3889,40.5160,sensor_2
91.8631,41.1980,39.8483,sensor_2
87.0281,50.4735,39.7203,sensor_2
85.0327,54.3756,40.2767,sensor_2
79.6946,63.3634,39.7446,sensor_2
77.6110,68.1458,39.5919,sensor_2
75.2291,72.4378,39.7401,sensor_2
73.7635,76.2006,40.7760,sensor_2
70.5648,81.4962,40.4586,sensor_2
68.7059,85.1284,39.7855,sensor_2
66.2758,90.2658,40.2407,sensor_2
111.9942,0.3665,4.9522,sensor_2
111.2807,0.3529,10.2189,sensor_2
111.6405,1.3124,14.3522,sensor_2
111.2286,0.9349,19.6698,sensor_2
111.6755,0.7532,24.7828,sensor_2
111.2542,1.4143,29.7898,sensor_2
111.2408,1.2052,35.0684,sensor_2
111.7259,1.0468,39.7636,sensor_2
108.9537,5.5237,5.3247,sensor_2
109.3236,5.3314,10.2921,sensor_2
109.2543,5.6520,15.0504,sensor_2
108.9195,5.5337,19.9718,sensor_2
108.9815,5.0645,24.4577,sensor_2
109.8577,6.1585,30.1463,sensor_2
109.9263,4.9555,35.3900,sensor_2
110.0671,5.9865,39.5735,sensor_2
106.8875,9.8840,4.7020,sensor_2
107.2767,9.8442,10.2884,sensor_2
107.3981,10.0244,14.8879,sensor_2
107.0060,9.8814,20.1624,sensor_2
107.1564,9.9811,24.8879,sensor_2
107.0849,9.6481,29.2466,sensor_2
107.7778,9.4729,40.2489,sensor_2
104.4159,14.4014,10.4523,sensor_2
105.1483,14.3240,15.0167,sensor_2
105.0807,14.9351,19.6361,sensor_2
105.0947,14.4323,24.6364,sensor_2
104.7685,14.3703,35.2444,sensor_2
104.8749,14.8959,39.8110,sensor_2
102.4502,19.2182,5.4975,sensor_2
102.7927,18.8596,9.5843,sensor_2
102.3695,18.6348,20.4462,sensor_2
102.9181,18.8093,24.9816,sensor_2
103.0182,18.9166,29.9852,sensor_2
102.0227,18.2013,34.2349,sensor_2
101.7849,18.7859,40.0172,sensor_2
100.7830,23.0440,10.5802,sensor_2
100.3183,22.9713,14.7589,sensor_2
100.5029,22.6454,29.9565,sensor_2
100.4693,23.2693,34.5082,sensor_2
100.2633,23.1814,39.9225,sensor_2
97.8103,27.4386,4.9091,sensor_2
98.1840,26.9801,9.6868,sensor_2
98.6585,27.2657,14.6430,sensor_2
97.9181,27.1687,25.1145,sensor_2
98.0321,27.4668,29.9097,sensor_2
98.3072,27.1828,34.3576,sensor_2
97.6734,27.3935,38.8331,sensor_2
96.2467,32.7047,9.7252,sensor_2
95.4717,32.2889,14.4737,sensor_2
95.7624,32.7246,25.0254,sensor_2
95.5294,32.1216,29.4484,sensor_2
96.0875,31.4528,40.0148,sensor_2
93.8299,36.7038,10.2541,sensor_2
93.1273,36.3263,14.2120,sensor_2
93.6999,36.1389,25.1461,sensor_2
93.5815,36.6795,30.0615,sensor_2
93.4813,36.6132,35.2701,sensor_2
93.1414,36.1872,39.6331,sensor_2
90.8638,41.3578,15.4435,sensor_2
90.3239,41.2673,20.0039,sensor_2
91.2304,40.9767,29.4904,sensor_2
91.3206,40.8308,34.9302,sensor_2
91.0145,41.1336,40.1619,sensor_2
88.8062,44.7231,20.0767,sensor_2
88.7257,45.6153,24.8151,sensor_2
89.1191,45.5482,29.7979,sensor_2
89.1223,45.8098,34.1040,sensor_2
88.9585,45.3089,39.5103,sensor_2
87.2900,50.2795,25.3967,sensor_2
86.3909,49.3921,35.6759,sensor_2
86.7421,49.9278,39.6332,sensor_2
84.0529,53.4446,5.6831,sensor_2
84.3792,54.4484,9.4049,sensor_2
84.2708,54.0954,40.1652,sensor_2
82.3281,58.8571,9.6271,sensor_2
82.2900,58.9387,14.9339,sensor_2
82.5281,58.9885,19.7368,sensor_2
82.1948,59.5610,24.6461,sensor_2
81.6963,59.0378,35.1633,sensor_2
81.8670,58.5844,39.3764,sensor_2
79.7209,63.0953,5.1893,sensor_2
80.4268,62.5911,9.6128,sensor_2
79.9417,63.8237,25.3086,sensor_2
79.7660,63.3824,29.7704,sensor_2
79.8072,62.9257,34.2781,sensor_2
79.7398,63.6789,40.1650,sensor_2
76.9193,67.7161,15.4274,sensor_2
77.6060,68.1573,20.0456,sensor_2
77.4248,67.8910,25.2663,sensor_2
77.8892,67.3110,39.8530,sensor_2
75.4660,72.2487,9.4791,sensor_2
75.5289,72.3582,15.1741,sensor_2
75.3161,72.1584,20.0348,sensor_2
75.4913,72.4882,25.5607,sensor_2
75.1138,72.9487,28.8639,sensor_2
75.6650,71.9620,35.5995,sensor_2
75.0195,72.6188,39.5532,sensor_2
72.8154,77.5429,4.7870,sensor_2
73.6058,76.3493,9.5626,sensor_2
73.0914,76.3497,15.0581,sensor_2
72.9031,76.9860,30.0021,sensor_2
73.3526,76.5577,40.1111,sensor_2
70.3436,80.8297,5.0928,sensor_2
70.7433,81.0546,10.0654,sensor_2
70.9818,81.4050,24.5676,sensor_2
70.9368,80.5660,39.5952,sensor_2
68.5070,85.9626,15.3776,sensor_2
68.3910,85.3610,19.5371,sensor_2
69.1238,85.3019,24.4388,sensor_2
68.6134,85.9794,29.4694,sensor_2
69.0866,85.6720,39.8086,sensor_2
65.8372,89.6576,5.5984,sensor_2
65.9845,90.4853,9.6495,sensor_2
66.7030,90.3110,14.8260,sensor_2
66.9497,89.7438,19.8179,sensor_2
65.9177,89.9556,30.4489,sensor_2
65.6457,89.6321,34.5681,sensor_2
66.0885,90.4204,40.1501,sensor_2
-66.9436,-90.2305,4.8908,sensor_2
-66.4801,-89.9124,9.6071,sensor_2
-67.0067,-89.9260,14.6533,sensor_2
-66.7190,-90.2059,20.3654,sensor_2
-66.3947,-89.1857,24.7203,sensor_2
-66.5311,-89.9163,29.9068,sensor_2
-66.6406,-89.8871,34.2141,sensor_2
-66.6462,-89.5893,39.2222,sensor_2
-62.1260,-87.4012,5.5092,sensor_2
-62.1767,-87.4498,24.8302,sensor_2
-62.1848,-87.6419,29.3812,sensor_2
-61.4931,-87.1355,35.4259,sensor_2
-62.1431,-87.5161,40.0998,sensor_2
-57.0492,-85.1028,9.8901,sensor_2
-57.1570,-85.3144,14.6479,sensor_2
-57.7058,-85.4166,19.9163,sensor_2
-57.3493,-85.3307,24.8771,sensor_2
-57.5945,-85.7422,34.5102,sensor_2
-58.2173,-84.8943,40.0439,sensor_2
-53.5711,-82.4746,9.5693,sensor_2
-53.1941,-82.5556,14.2636,sensor_2
-53.0924,-83.4313,24.1286,sensor_2
-52.5308,-83.1189,30.2088,sensor_2
-52.8020,-82.9197,35.0581,sensor_2
-52.9390,-82.4727,40.0706,sensor_2
-48.7015,-80.6106,10.0862,sensor_2
-48.0560,-80.4583,14.9227,sensor_2
-48.0418,-80.6351,20.0246,sensor_2
-48.5599,-80.8640,24.5228,sensor_2
-48.6888,-80.8177,34.6957,sensor_2
-49.3457,-80.8071,40.5096,sensor_2
-44.0956,-78.9724,9.9206,sensor_2
-44.1710,-77.8947,14.6589,sensor_2
-44.0955,-78.4240,30.7544,sensor_2
-44.0876,-78.9067,34.8311,sensor_2
-44.2947,-77.9224,39.5900,sensor_2
-40.5818,-76.3416,10.4969,sensor_2
-39.6776,-76.1904,14.9541,sensor_2
-39.0729,-76.0163,20.2620,sensor_2
-39.8798,-76.4494,30.2431,sensor_2
-40.8201,-76.4126,40.0072,sensor_2
-35.5613,-73.6119,14.9735,sensor_2
-35.6509,-73.7810,20.0004,sensor_2
-35.5701,-73.5340,39.7099,sensor_2
-30.5762,-70.9020,5.3650,sensor_2
-30.7335,-71.4063,9.7825,sensor_2
-31.0804,-72.0738,15.4001,sensor_2
-31.0260,-71.9155,19.6817,sensor_2
-30.8428,-71.8575,24.9085,sensor_2
-30.3483,-71.4510,39.7685,sensor_2
-26.6215,-69.2282,4.8312,sensor_2
-26.4493,-69.4498,9.6883,sensor_2
-26.6789,-69.7698,40.1891,sensor_2
-21.6593,-66.9222,10.2803,sensor_2
-21.6464,-67.2391,24.7690,sensor_2
-21.9192,-67.4106,35.0571,sensor_2
-21.8110,-67.4533,40.5103,sensor_2
-17.2348,-64.6095,14.9617,sensor_2
-17.4610,-64.2615,19.8469,sensor_2
-17.4067,-64.7081,24.4223,sensor_2
-18.2072,-64.8111,30.2040,sensor_2
-17.4712,-65.0387,34.6792,sensor_2
-17.2606,-64.9575,39.3503,sensor_2
-13.1372,-62.1305,20.3449,sensor_2
-12.9218,-62.1131,24.8792,sensor_2
-13.1009,-62.8766,29.7977,sensor_2
-13.0130,-62.2205,34.6517,sensor_2
-12.8100,-61.7789,39.4414,sensor_2
-8.8802,-60.0807,19.9782,sensor_2
-9.0089,-60.2928,24.9111,sensor_2
-8.6963,-60.0374,29.7406,sensor_2
-7.7536,-59.9264,34.5883,sensor_2
-9.4908,-59.8828,39.9906,sensor_2
-4.8204,-57.1601,5.4576,sensor_2
-4.3351,-58.4077,19.9173,sensor_2
-4.1960,-58.5039,34.7695,sensor_2
-4.4038,-58.0154,40.0104,sensor_2
0.5279,-56.1302,15.7249,sensor_2
-0.0620,-56.2048,20.2918,sensor_2
0.4919,-55.7690,24.9489,sensor_2
0.4892,-55.1774,29.6530,sensor_2
0.0804,-55.9801,34.8755,sensor_2
0.2796,-56.2276,40.0065,sensor_2
4.6455,-52.9921,5.4723,sensor_2
5.1065,-52.9566,9.8009,sensor_2
5.2218,-53.5278,14.9802,sensor_2
4.4322,-53.9142,29.9038,sensor_2
4.3166,-53.9214,34.8643,sensor_2
4.7920,-53.7999,39.2776,sensor_2
9.0533,-52.0527,5.2158,sensor_2
8.8015,-50.9884,9.6940,sensor_2
9.1349,-51.3057,14.2710,sensor_2
8.5325,-51.2899,35.0724,sensor_2
9.2266,-51.1013,39.6375,sensor_2
13.8992,-48.9420,5.4614,sensor_2
13.6747,-48.9025,9.9701,sensor_2
13.0335,-48.7685,14.5113,sensor_2
13.6408,-49.1656,30.5973,sensor_2
12.9373,-49.3294,35.4193,sensor_2
13.8316,-49.2380,39.5856,sensor_2
18.6189,-46.5974,10.3412,sensor_2
18.1509,-45.9867,15.0442,sensor_2
18.1928,-47.0571,19.7525,sensor_2
18.0906,-46.9668,30.2457,sensor_2
17.9092,-46.5578,39.8674,sensor_2
22.1143,-44.6118,9.8357,sensor_2
22.5689,-44.2507,14.4650,sensor_2
22.6298,-44.8566,19.6607,sensor_2
23.1769,-43.9337,30.2112,sensor_2
23.0632,-44.5171,34.8563,sensor_2
22.2487,-44.2261,39.4612,sensor_2
27.0706,-42.4097,24.8110,sensor_2
26.7677,-42.4305,35.6133,sensor_2
27.5316,-42.1354,40.1906,sensor_2
31.7420,-39.8321,9.6595,sensor_2
31.3095,-40.0321,14.4371,sensor_2
31.3280,-40.7182,24.6986,sensor_2
31.0682,-39.6909,39.5839,sensor_2
35.9514,-37.6202,10.2504,sensor_2
36.0680,-37.6230,14.8587,sensor_2
35.9890,-37.5903,19.7859,sensor_2
35.8299,-37.1955,30.0574,sensor_2
36.3142,-37.0125,34.8627,sensor_2
35.6205,-37.3341,39.6918,sensor_2
40.7541,-35.8221,4.9129,sensor_2
40.1208,-35.3981,20.4885,sensor_2
40.3859,-35.6363,30.3785,sensor_2
39.9785,-35.2228,35.0906,sensor_2
40.3385,-35.4452,39.8082,sensor_2
44.4439,-33.0237,5.0878,sensor_2
44.2152,-32.7756,20.1018,sensor_2
44.7841,-33.6529,35.3814,sensor_2
44.6591,-33.4413,40.3531,sensor_2
49.5624,-30.4964,14.8606,sensor_2
49.1311,-30.5588,35.2577,sensor_2
49.0875,-30.6026,39.7509,sensor_2
53.6320,-28.5117,10.1211,sensor_2
53.6974,-28.8701,14.3604,sensor_2
54.2577,-28.5588,25.0636,sensor_2
54.1818,-28.7047,29.6324,sensor_2
53.1299,-28.4290,35.0628,sensor_2
54.0425,-28.3237,39.9418,sensor_2
58.3753,-26.3079,5.5116,sensor_2
58.3492,-25.7921,10.2205,sensor_2
58.1323,-25.5859,15.2954,sensor_2
58.2019,-26.3069,19.5418,sensor_2
58.1424,-26.3482,24.9793,sensor_2
58.0469,-26.0643,29.8768,sensor_2
57.6401,-26.4429,34.5899,sensor_2
57.7478,-26.3539,40.2270,sensor_2
62.5064,-23.6926,10.4130,sensor_2
62.5955,-23.5784,14.5257,sensor_2
62.7249,-24.4402,19.9727,sensor_2
62.4363,-23.9096,24.5132,sensor_2
62.7934,-24.0400,39.9626,sensor_2
67.3990,-21.5418,5.0439,sensor_2
67.1360,-21.0450,9.8818,sensor_2
66.9723,-21.5146,20.4832,sensor_2
67.6057,-21.7106,25.2013,sensor_2
67.2841,-21.6957,30.1381,sensor_2
67.3263,-21.6725,35.5147,sensor_2
66.9764,-21.2319,40.6466,sensor_2
71.0027,-19.4719,5.7666,sensor_2
71.0135,-19.9947,10.2032,sensor_2
71.7811,-20.0925,14.8888,sensor_2
71.6836,-19.9840,20.2465,sensor_2
71.0984,-19.0541,24.9803,sensor_2
71.3191,-20.0167,29.7890,sensor_2
71.5304,-19.4976,34.7003,sensor_2
76.3221,-16.6366,9.7841,sensor_2
75.3564,-16.7090,24.7263,sensor_2
75.6606,-17.6688,34.7232,sensor_2
76.3497,-17.0415,40.3783,sensor_2
80.5218,-14.7525,5.5234,sensor_2
80.7181,-14.8571,10.3822,sensor_2
80.5293,-14.8732,20.2329,sensor_2
80.3529,-14.9549,25.0386,sensor_2
80.6984,-14.5700,29.9464,sensor_2
80.5631,-15.7653,35.3346,sensor_2
79.9189,-14.9318,40.7946,sensor_2
85.3139,-12.9638,15.1407,sensor_2
84.7051,-12.4021,19.6691,sensor_2
84.7694,-12.1299,24.5094,sensor_2
84.7722,-12.6980,35.6469,sensor_2
84.5598,-12.7431,39.9608,sensor_2
89.3265,-10.2612,11.0170,sensor_2
88.7637,-10.2805,15.7852,sensor_2
89.1676,-9.9977,19.9767,sensor_2
88.8757,-10.2414,24.5895,sensor_2
88.5305,-10.4395,35.3521,sensor_2
89.5567,-10.5023,39.8190,sensor_2
94.0441,-8.3239,9.6182,sensor_2
93.6605,-8.1779,19.6377,sensor_2
94.2633,-8.0792,24.7902,sensor_2
93.9319,-8.1268,29.3516,sensor_2
94.2422,-8.3457,39.3798,sensor_2
98.2156,-5.7079,14.9304,sensor_2
98.1790,-5.7525,19.6499,sensor_2
98.2701,-5.6116,24.5287,sensor_2
98.2104,-6.2414,30.1610,sensor_2
98.5004,-5.5112,35.2614,sensor_2
98.6435,-5.5902,39.6278,sensor_2
102.8412,-3.3636,4.4683,sensor_2
103.1154,-3.1605,9.3505,sensor_2
102.5450,-3.7353,14.6729,sensor_2
103.2238,-2.8135,19.5269,sensor_2
102.4735,-3.1548,39.7205,sensor_2
107.1919,-1.5347,11.0621,sensor_2
106.6419,-1.3816,15.0886,sensor_2
106.8280,-1.3065,19.7514,sensor_2
107.4053,-0.8883,40.2466,sensor_2
111.6989,1.1226,4.7193,sensor_2
111.3024,1.2706,9.5280,sensor_2
111.8024,0.7974,14.3066,sensor_2
112.2127,1.1795,20.0867,sensor_2
111.1508,0.9200,24.9939,sensor_2
111.3843,1.5422,29.1868,sensor_2
111.8914,0.3004,34.3445,sensor_2
111.1942,1.1612,39.6415,sensor_2
